,street,zipcode,price,sq,rooms,gestoffeerd,available
https://www.woonnet.nl/huurwoning/amsterdam/8838332_overtoom,Overtoom ,1054 HA,2150.0,70,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9030287_amstelkade,Amstelkade ,1078 AA,2100.0,3,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/5744_molenwerf,Molenwerf ,1014 AG,975.0,45,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8829027_orteliusstraat,Orteliusstraat ,1057 AR,1775.0,71,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/5056_burgemeester-hogguerstraat,Burgemeester Hogguerstraat ,1064 EB,655.0,12,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8828145_kerkstraat,Kerkstraat ,1017 GA,1900.0,75,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8827429_orteliusstraat,Orteliusstraat ,1057 AR,1550.0,48,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3836_bijlmerdreef,Bijlmerdreef ,1102 AB,1150.0,53,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8822946_van-middellandtstraat,Van Middellandtstraat ,1057 AP,1500.0,48,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7324647_kuipersstraat,Kuipersstraat ,1074 EE,3000.0,150,4,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9463_rijswijkstraat,Rijswijkstraat ,1059 GK,720.0,28,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8811199_hasebroekstraat,Hasebroekstraat ,1053 EM,1600.0,1,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/8811299_prinsengracht,Prinsengracht ,1015 NA,2975.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/2115_commelinstraat,Commelinstraat ,1093 TG,775.0,78,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6506047_milovan-djilasplein,Milovan Djilasplein ,1102 BE,1700.0,90,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9632_sumatrakade,Sumatrakade ,1019 RJ,1130.0,68,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7824_van-heenvlietlaan,Van Heenvlietlaan ,1083 CM,717.0,121,3,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8793823_spiegelgracht,Spiegelgracht ,1017 JP,2250.0,90,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/6512608_tilanusstraat,Tilanusstraat ,1091 BD,1750.0,70,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6296_talbotstraat,Talbotstraat ,1087 DE,1170.0,80,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8763018_gerrit-van-den-boschpad,Gerrit Van Den Boschpad ,1106 WJ,1650.0,100,3,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8762503_minervaplein,Minervaplein ,1077 TL,1850.0,86,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8970187_stadionkade,Stadionkade ,1077 HW,2575.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/8737386_stadionkade,Stadionkade ,1077 HW,2300.0,120,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6859_kraanspoor,Kraanspoor ,1033 SC,880.0,46,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1661_oude-waal,Oude Waal ,1011 CD,1200.0,40,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8728935_utrechtsestraat,Utrechtsestraat ,1017 VH,2450.0,90,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8713720_wielingenstraat,Wielingenstraat ,1078 KK,1669.0,97,2,Kaal,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/4851_blankenstraat,Blankenstraat ,1018 RW,1250.0,36,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8713218_carolina-macgillavrylaan,Carolina Macgillavrylaan ,1098,1750.0,85,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/6501151_binnenkant,Binnenkant ,1011 BG,2250.0,100,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6443_bilderdijkkade,Bilderdijkkade ,1053 VB,1500.0,80,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/4430584_nieuwe-teertuinen,Nieuwe Teertuinen ,1013 LV,2500.0,125,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8712135_emmastraat,Emmastraat ,1071 JA,2050.0,110,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/2550_sumatrastraat,Sumatrastraat ,1094 NG,1350.0,50,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8705525_rozengracht,Rozengracht ,1016 NM,2750.0,95,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8707344_egelantiersgracht,Egelantiersgracht ,1015 RM,2750.0,70,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9376_hoogte-kadijk,Hoogte Kadijk ,1018 BK,281.0,15,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8700367_haarlemmerweg,Haarlemmerweg ,1051 KN,1925.0,80,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8702293_buiten-vissersstraat,Buiten Vissersstraat ,1013 GB,1650.0,61,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/2084_maassluisstraat,Maassluisstraat ,1062 GL,1250.0,38,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8694428_ceintuurbaan,Ceintuurbaan ,1073 EJ,2200.0,70,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8691774_groenhoven,Groenhoven 310,1103 LH,1150.0,54,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/6618_m-gandhilaan,M. Gandhilaan ,1069 NC,600.0,15,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8686996_violettenstraat,Violettenstraat ,1015 NP,1750.0,50,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8653195_peelstraat,Peelstraat ,1079 RN,1250.0,62,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/4615_fagelstraat,Fagelstraat ,1052 GJ,1350.0,47,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8653968_duinluststraat,Duinluststraat ,1024 VH,1650.0,82,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8655805_minervaplein,Minervaplein ,1077 TW,1950.0,95,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/2828_kuilsenhofweg,Kuilsenhofweg ,1104 PJ,675.0,70,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8637196_lange-niezel,Lange Niezel ,1012 GT,1950.0,70,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8635919_jan-van-zutphenstraat,Jan Van Zutphenstraat ,1069 RS,1995.0,110,4,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8799644_botticellistraat,Botticellistraat ,1077 EZ,1995.0,3,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/687338_prinsengracht,Prinsengracht ,1015 NA,2345.0,130,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/548965_oude-hoogstraat,Oude Hoogstraat ,1012 CD,1800.0,77,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/2882_langswater,Langswater ,1069 EH,1275.0,62,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1151_venetiehof,Venetiehof ,1019 NA,1550.0,90,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8633831_jan-van-zutphenstraat,Jan Van Zutphenstraat ,1069 RS,2150.0,126,4,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8775632_ceintuurbaan,Ceintuurbaan ,1072 ER,1795.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/8633342_stadhouderskade,Stadhouderskade ,1054 ES,1800.0,85,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8630954_waterlooplein,Waterlooplein ,1011 NV,2600.0,100,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7918_flierbosdreef,Flierbosdreef ,1102 BC,183.0,16,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8630466_bloys-van-treslongstraat,Bloys Van Treslongstraat ,1056 XA,1600.0,51,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8630511_sint-willibrordusstraat,Sint Willibrordusstraat ,1073 VA,1800.0,48,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8691226_kastelenstraat,Kastelenstraat ,1083 CA,1500.0,55,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8629360_kostverlorenstraat,Kostverlorenstraat ,1052 GR,1750.0,60,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8628208_van-leijenberghlaan,Van Leijenberghlaan ,1082 GD,2150.0,108,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8690823_van-alphenstraat,Van Alphenstraat ,1053 WE,1575.0,55,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8629203_van-eeghenstraat,Van Eeghenstraat ,1071 GE,2500.0,74,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8627445_valkenburgerstraat,Valkenburgerstraat ,1011 NC,2000.0,102,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8685912_emmastraat,Emmastraat ,1071 JA,2495.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/8626875_pieter-calandlaan,Pieter Calandlaan ,1068 SN,1750.0,75,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8626968_westerdok,Westerdok ,1013 AZ,2750.0,100,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8687396_kadijksplein,Kadijksplein ,1018 AB,1350.0,45,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8624085_elandsstraat,Elandsstraat 64B,1016 SG,1600.0,50,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8616259_antillenstraat,Antillenstraat 38HS,1058 HC,1650.0,63,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/2214_groenhoven,Groenhoven ,1103 LH,1150.0,54,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7249696_eerste-sweelinckstraat,Eerste Sweelinckstraat ,1073 CK,2375.0,115,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7109376_haarlemmerstraat,Haarlemmerstraat ,1013 EH,1500.0,63,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9831_p-hans-frankfurthersingel,P. Hans Frankfurthersingel ,1060 TR,1100.0,38,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1246_frederiksplein,Frederiksplein 1,1017 XK,2750.0,125,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1248_wibautstraat,Wibautstraat 1,1091 GH,1600.0,50,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1936_hofgeest,Hofgeest ,1102 EG,625.0,65,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8592883_balatonmeerlaan,Balatonmeerlaan ,1060 RD,2000.0,180,4,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6107_rombout-hogerbeetsstraat,Rombout Hogerbeetsstraat ,1052 VN,749.0,45,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8812_kloveniersburgwal,Kloveniersburgwal ,1012 CX,1300.0,44,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/2359_rijswijkstraat,Rijswijkstraat ,1062 EA,637.0,63,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8541295_joan-melchior-kemperstraat,Joan Melchior Kemperstraat ,1014 BE,1450.0,41,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/5502_uiterwaardenstraat,Uiterwaardenstraat ,1059 BS,725.0,55,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8538302_bert-haanstrakade,Bert Haanstrakade ,1087,1450.0,59,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8538497_korte-prinsengracht,Korte Prinsengracht ,1013 GS,2000.0,50,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/3665_john-blankensteinstraat,John Blankensteinstraat ,1095 MB,1134.0,73,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8480722_wildeman,Wildeman ,1068 BE,1500.0,70,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7840701_antillenstraat,Antillenstraat 38HS,1058 HC,1650.0,63,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/4899_burgemeester-hogguerstraat,Burgemeester Hogguerstraat ,1064 CW,655.0,12,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7534938_korte-prinsengracht,Korte Prinsengracht 2C,1013 GS,2250.0,50,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/5776438_oogststraat,Oogststraat ,1097 ZR,1650.0,80,3,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1612_griseldestraat,Griseldestraat ,1055 AR,1300.0,51,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7914_prinsengracht,Prinsengracht ,1016 HD,1650.0,55,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8855_lodewijk-tripstraat,Lodewijk Tripstraat ,1052 ER,1245.0,39,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6060_kuipersstraat,Kuipersstraat ,1073 EV,1000.0,31,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3552_albatrospad,Albatrospad ,1021 TR,1250.0,128,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8464513_rustenburgerstraat,Rustenburgerstraat ,1074 ET,1700.0,55,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8071_billie-holidaystraat,Billie Holidaystraat ,1066 HA,1100.0,35,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6846_aalbersestraat,Aalbersestraat ,1067 GG,575.0,67,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8407158_oldengaarde,Oldengaarde ,1083 TC,1550.0,71,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/5230_keizersgracht,Keizersgracht ,1016 GA,1250.0,50,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8358831_tielstraat,Tielstraat 56,1107 RA,1400.0,70,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8333481_reizigersweg,Reizigersweg 67,1033 WE,1500.0,86,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9487_kruitberghof,Kruitberghof ,1104 BC,583.0,107,3,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8286739_brouwersgracht,Brouwersgracht ,1013 GW,2250.0,110,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/6901_oudezijds-voorburgwal,Oudezijds Voorburgwal ,1012 EJ,1250.0,39,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3998_theodoor-van-hoytemastraat,Theodoor van Hoytemastraat ,1062 CG,1450.0,90,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8120473_visseringstraat,Visseringstraat 21C,1051 KH,2550.0,117,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8080706_murillostraat,Murillostraat ,1077 ND,2100.0,65,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/4122_utrechtsestraat,Utrechtsestraat ,1017 VS,750.0,75,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8074093_tweede-helmersstraat,Tweede Helmersstraat ,1054 CA,2865.0,136,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7818756_cornelis-trooststraat,Cornelis Trooststraat ,1072 JD,1550.0,55,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/4479_papaverweg,Papaverweg ,1032 KH,966.0,40,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/5785827_olof-palmeplein,Olof Palmeplein ,1025 WS,1500.0,72,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3474_ijdoornlaan,IJdoornlaan ,1121 DS,1150.0,85,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9271_wibautstraat,Wibautstraat ,1091 GN,1060.0,45,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7932847_haparandadam,Haparandadam ,1013 AK,2000.0,129,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7931700_marco-polostraat,Marco Polostraat ,1057 WL,1525.0,60,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7260_kloekhorststraat,Kloekhorststraat ,1104 MR,1150.0,45,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7909555_tweede-helmersstraat,Tweede Helmersstraat ,1054 CA,1950.0,55,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7525526_kuiperssteeg,Kuiperssteeg ,1012 HR,2950.0,130,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7995772_ruysdaelstraat,Ruysdaelstraat ,1071 WX,1750.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/7227118_liendenhof,Liendenhof ,1108 GX,1300.0,65,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/5776_ijdoornlaan,IJdoornlaan ,1024 VR,1175.0,86,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/2812_dirk-vreekenstraat,Dirk Vreekenstraat ,1019 DP,750.0,90,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7823899_piet-gijzenbrugstraat,Piet Gijzenbrugstraat ,1059 XG,1400.0,55,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7820652_daniel-defoelaan,Daniel Defoelaan ,1102 ZE,1350.0,60,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6764_tourniairestraat,Tourniairestraat ,1065 KK,350.0,16,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7834431_prinsengracht,Prinsengracht ,1015 NA,2500.0,120,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7803821_tweede-helmersstraat,Tweede Helmersstraat ,1054 CA,2150.0,120,3,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3733_vespuccistraat,Vespuccistraat ,1056 SV,700.0,92,4,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7802971_nieuwezijds-voorburgwal,Nieuwezijds Voorburgwal ,1012 MJ,2375.0,96,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7803138_orteliusstraat,Orteliusstraat 17 - S,1057 AR,1000.0,999,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/4279_zilverberg,Zilverberg ,1025 CJ,1400.0,82,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7766422_van-der-hoopstraat,Van Der Hoopstraat ,1051 VA,1400.0,38,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6649946_vrolikstraat,Vrolikstraat ,1091 VG,1600.0,60,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7410_laan-van-vlaanderen,Laan van Vlaanderen ,1066 MP,1100.0,32,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7663492_herengracht,Herengracht ,1015 BA,2000.0,80,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7658061_tweede-helmersstraat,Tweede Helmersstraat ,1054 CA,1950.0,55,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/3638_molensteeg,Molensteeg ,1012 BG,1250.0,50,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7199335_wagenaarstraat,Wagenaarstraat ,1093 CN,1600.0,65,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7618728_ruiseveenpad,Ruiseveenpad 92,1106 AN,1300.0,72,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7503_dever,Dever ,1082 BK,1150.0,76,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6105_daniel-stalpertstraat,Daniel Stalpertstraat ,1072 XB,1299.0,27,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7555862_de-lairessestraat,De Lairessestraat 163 - sou,1075 HK,1950.0,135,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/5293_martin-vlaarkade,Martin Vlaarkade ,1013 CS,1128.0,45,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7550643_bilderdijkstraat,Bilderdijkstraat ,1052 NA,2395.0,87,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7545193_maassluisstraat,Maassluisstraat ,1062 GG,1600.0,70,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9023_bethanienstraat,Bethaniënstraat ,1012 CA,1250.0,60,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7532182_carolina-macgillavrylaan,Carolina Macgillavrylaan ,1098,1750.0,85,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7526700_groenhoven,Groenhoven 737,1103 LW,1250.0,54,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/2807_bos-en-lommerplantsoen,Bos en Lommerplantsoen ,1055 AA,1200.0,29,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7503994_hjm-walenkampstraat,H.j.m. Walenkampstraat ,1019 CX,1500.0,70,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7408200_president-kennedylaan,President Kennedylaan ,1079 MB,2000.0,100,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8135_van-bossestraat,Van Bossestraat ,1051 KB,763.0,50,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7328821_van-eeghenstraat,Van Eeghenstraat ,1071 GE,2500.0,120,4,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/5463366_orteliusstraat,Orteliusstraat ,1057 AR,1500.0,50,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3132_kinkerstraat,Kinkerstraat ,1053 GJ,725.0,52,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7196060_eerste-constantijn-huygensstraat,Eerste Constantijn Huygensstraat ,1054 BN,1700.0,100,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7196313_bos-en-lommerweg,Bos En Lommerweg ,1055 PK,1650.0,60,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1707_eerste-helmersstraat,Eerste Helmersstraat ,1054 DE,1260.0,60,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7180433_carolina-macgillavrylaan,Carolina Macgillavrylaan ,1098,1750.0,85,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7166416_memeleiland,Memeleiland ,1014 ZL,2175.0,100,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9672_wamelstraat,Wamelstraat ,1106 DN,1000.0,65,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7047936_eerste-sweelinckstraat,Eerste Sweelinckstraat ,1073 CK,2375.0,125,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7044169_kempenlaan,Kempenlaan ,1066 PW,1750.0,94,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/5532_groenhoven,Groenhoven ,1103 LW,1250.0,54,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7044827_eerste-sweelinckstraat,Eerste Sweelinckstraat ,1073 CK,2500.0,115,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6947900_balistraat,Balistraat ,1094,1500.0,51,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/2788_raamstraat,Raamstraat ,1016 XM,1350.0,30,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6915015_het-breed,Het Breed ,1025 HS,1675.0,85,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/3164687_vondelstraat,Vondelstraat ,1054 GC,2500.0,87,2,Gestoffeerd,beschikbaar
